,日期,成交股數,成交筆數,成交金額,日開盤價,日最高價,日最低價,日收盤價,調整成交量,調整成交金額,漲跌幅,5日均線,10日均線,20日均線,60日均線,日RSV,日K值,日D值,日MACD,日signal,日MACD-OSC,參考指標,參考指標,參考指標,參考指標,參考指標,動能指標,日上軌(2),日中軸,日下軌(2),參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標
212,20240417,4213615,3099,380495717,86.9,91.5,86.8,90.5,,,4.99,89.26,89.14,88.96,82.65,71.01,44.25,39.68,123.18,158.75,-35.57,3500.542,713.073,1.24398,1.23012,51.09,50.08,91.52,88.95,86.39,686524444.8,61028098217,1.093435757,0.988166608,1.094641003,0.988378798,54.59406903,56.99388709,,,,,,,,,,,,,,
213,20240418,1802855,2256,163061792,90,91.2,89.3,90.6,,,0.11,89.66,89.48,89.06,82.9,72.46,53.65,44.34,126.14,152.23,-26.09,1169.419,633.436,1.183,1.17063,46.64,45.74,91.72,89.06,86.41,680346216.6,60493482891,1.016430911,0.991000716,1.016651215,0.991239849,61.13207547,55.33980583,,,,,,,,,,,,,,
214,20240419,2713536,5551,239405730,90.5,90.6,86.1,88.4,,,-2.43,89.06,89.38,89.08,83.14,40.58,49.29,45.99,109.47,143.68,-34.2,930.355,1783.181,1.1882,1.2178,53.64,56.11,91.71,89.08,86.46,674186254.4,59961743371,0.974278739,0.990945842,0.974579157,0.99120997,47.77898158,49.16990463,,,,,,,,,,,,,,
215,20240422,1629605,1535,142219366,89.1,89.1,86.4,86.8,,,-1.81,88.5,89.11,89.04,83.33,17.39,38.66,43.55,82.4,131.42,-49.02,171.537,1458.068,1.16932,1.36198,54.08,70.73,91.79,89.03,86.28,668715526.2,59491918092,0.960173806,0.991885435,0.961076665,0.992164583,43.20436508,41.17647059,,,,,,,,,,,,,,
216,20240423,1116665,981,97892932,87.8,89,86.5,88.3,,,1.73,88.92,89.01,89.02,83.55,39.13,38.82,41.97,72.22,119.58,-47.36,710.605,406.06,1.17971,1.35882,60.79,77.9,91.79,89.02,86.26,663115657.1,59010975676,1.009818619,0.991625932,1.009630205,0.991915836,48.17720351,49.04315197,,,,,,,,,,,,,,
217,20240424,2616799,2108,235535146,88.8,90.8,88.8,90.5,,,2.49,88.92,89.09,89.08,83.83,71.01,49.55,44.5,80.97,111.86,-30.89,2336.428,280.371,1.1421,1.26702,57.2,69.13,91.92,89.08,86.24,658749034.3,58641274992,1.065643327,0.993414991,1.066117078,0.993735052,52.63601856,57.60829322,,,,,,,,,,,,,,
218,20240425,847310,1413,76161443,90.6,90.6,89.4,89.6,,,-0.99,88.72,89.19,89.19,84.1,67.8,55.63,48.21,79.72,105.43,-25.71,112.975,734.335,1.10625,1.23442,53.77,66.02,91.92,89.19,86.46,655591827.3,58376114566,0.981383953,0.995207269,0.981283486,0.995478263,53.17426502,51.17739403,,,,,,,,,,,,,,
219,20240426,1384562,1503,125117560,90,90.9,89.8,90,,,0.45,89.04,89.05,89.27,84.37,74.58,61.95,52.79,81.03,100.55,-19.52,798.786,585.776,1.11526,1.23175,54.63,65.76,92,89.27,86.54,652177717.8,58088854169,1.006502851,0.994792324,1.006573532,0.995079145,47.06165703,51.82029435,,,,,,,,,,,,,,
220,20240429,2416323,2313,221124083,91.2,92.2,90.6,91.8,,,2,90.04,89.27,89.4,84.65,93.44,72.45,59.34,95.49,99.54,-4.05,1780.449,635.874,1.10448,1.06466,53.6,49.8,92.34,89.4,86.46,649083464.7,57832637362,1.034716316,0.995255506,1.035536392,0.995589226,56.61375661,55.72463768,,,,,,,,,,,,,,
221,20240430,3206302,3623,297083548,92.4,93.5,91.2,92.4,,,0.65,90.86,89.89,89.44,84.94,85.14,76.68,65.12,110.51,101.73,8.78,1788.13,1418.172,1.22494,1.16085,65.11,58.99,92.54,89.44,86.35,643386165.1,57338527174,1.010844781,0.991222547,1.01123077,0.991456205,70.36827195,56.04316547,,,,,,,,,,,,,,
222,20240502,5506533,4867,518269971,92,96,91.2,94.4,,,2.16,91.64,90.28,89.71,85.27,83.84,79.07,69.77,136.98,108.78,28.2,3767.628,1738.905,0.8785,0.79868,32.01,24.38,93.48,89.71,85.94,646834895,57683131787,1.058831057,1.00536028,1.061863321,1.006010001,64.70985155,61.74730247,20240502,,,1.00536028,1.006010001,1.010745366,1.012059626,20240502,,,1.00536028,1.006010001,1.010745366,1.012059626
223,20240503,3764319,5497,353718627,96,96.1,92.6,93.7,,,-0.74,92.46,90.59,90.04,85.59,75.26,77.8,72.45,150.57,117.14,33.43,717.013,3047.306,0.86871,0.79436,31.94,24.64,94,90.03,86.07,650495885.5,58032255443,0.936178387,1.005659853,0.933189286,1.006052439,61.3592233,55.41619156,20240502,,,1.00835156,1.009071099,1.016766287,1.018230546,20240502,,,1.00835156,1.009071099,1.016766287,1.018230546
224,20240506,54560000,9423,5619680000,97.8,103,96.8,103,17141044,1742733647,9.93,95.06,92.05,90.71,86.06,100,85.2,76.7,233.69,140.45,93.24,49731.681,4828.319,0.37281,0.26168,-16.76,-27.67,97.6,90.71,83.83,697667613.5,62881978212,2.313643594,1.072516566,2.512204303,1.083569434,84.5751634,71.52028013,20240502,,,1.078479743,1.090112344,1.161988049,1.189340112,20240502,,,1.078479743,1.090112344,1.161988049,1.189340112
225,20240507,25205606,16414,2734683035,104.5,112.5,102.5,110.5,,,7.28,98.8,94.42,91.76,86.61,91.56,87.32,80.24,355.98,183.56,172.42,18700.933,6504.673,0.36312,0.25393,-0.81,-10,102.76,91.76,80.77,756997845.5,69051554915,1.154215823,1.085040829,1.172216986,1.098113591,93.91273751,84.18961864,20240502,,,1.148299232,1.171522705,1.314017046,1.3765002,20240502,,,1.148299232,1.171522705,1.314017046,1.3765002
226,20240508,11897615,8181,1317294041,112.5,113.5,108,109,,,-1.36,102.12,96.49,92.75,87.15,81.33,85.32,81.93,435.77,234,201.77,2504.761,9392.854,0.43879,0.32675,6.31,-3.03,105.99,92.75,79.51,810411477,74545483775,0.924540452,1.07055982,0.915325386,1.07956271,88.98395722,78.52329329,20240502,,,1.195790225,1.225316955,1.421958822,1.508485252,20240502,,,1.195790225,1.225316955,1.421958822,1.508485252
227,20240509,7531331,5982,804050248,112,112.5,104.5,105,,,-3.67,104.24,97.94,93.51,87.62,64.14,78.26,80.71,461.41,279.48,181.93,627.611,6903.72,0.50553,0.4152,11.88,4.34,107.7,93.51,79.33,857274063,79344604201,0.925633084,1.057825669,0.918724837,1.06437842,76.87307561,70.81453967,20240502,,,1.227797092,1.260771636,1.496928087,1.59901541,20240502,,,1.227797092,1.260771636,1.496928087,1.59901541
228,20240510,6117098,5269,623129998,106,106,100,100.5,,,-4.29,105.6,99.03,94.11,88.02,43.23,66.58,76,440.34,311.65,128.68,407.807,5709.291,0.55203,0.49418,15.76,10.93,108.41,94.11,79.81,899831325.6,83692156826,0.932134673,1.049642541,0.928698084,1.054793299,69.07470028,67.48419722,20240502,,,1.251513829,1.286551451,1.553721564,1.666552302,20240502,,,1.251513829,1.286551451,1.553721564,1.666552302
229,20240513,4976360,4495,489848530,100,101,97,97.9,,,-2.59,104.58,99.82,94.43,88.38,30.04,54.4,68.8,398.07,328.94,69.13,1477.357,3499.003,0.59301,0.52134,19.18,13.2,108.77,94.43,80.1,937331075.3,87563402445,0.972236327,1.041674199,0.971708819,1.046255776,63.51312374,66.17902306,20240502,,,1.267617142,1.304327445,1.592691461,1.714084195,20240502,,,1.267617142,1.304327445,1.592691461,1.714084195
230,20240514,3585234,3128,347578078,98.5,99,96.2,96.2,,,-1.74,101.72,100.26,94.76,88.67,22.42,43.74,60.45,346.86,332.52,14.34,459.645,3125.589,0.60986,0.54816,20.58,15.44,108.95,94.76,80.58,973266930.2,91275404323,0.962342559,1.038338487,0.962186618,1.042392161,58.18076141,61.8740704,20240502,,,1.281987919,1.320070216,1.627866863,1.756761276,20240502,,,1.281987919,1.320070216,1.627866863,1.756761276
231,20240515,3402569,2893,328519306,97,98.3,95.2,95.6,,,-0.62,99.04,100.58,95.23,88.93,14.35,33.94,51.61,297.99,325.61,-27.62,1032.923,2369.646,0.60142,0.54659,19.88,15.31,108.86,95.23,81.61,1010225863,95063258434,0.980379421,1.037974097,0.980375618,1.041499176,56.34089587,58.40914999,20240502,,,1.298022005,1.337199668,1.667713352,1.803715835,20240502,,,1.298022005,1.337199668,1.667713352,1.803715835
232,20240516,3869673,3403,367610734,95.8,96.5,93.7,94.1,,,-1.57,96.86,100.55,95.42,89.17,2.02,23.3,42.17,244.35,309.36,-65.01,1038.205,2831.468,0.6413,0.59365,23.21,19.23,108.88,95.41,81.95,1042604064,98429043799,0.973151499,1.032050457,0.973577989,1.035405744,50.93222847,57.54161332,20240502,,,1.308231545,1.348448742,1.6931367,1.835029663,20240502,,,1.308231545,1.348448742,1.6931367,1.835029663
233,20240517,2231418,1872,211126521,95.2,95.5,93.8,94.7,,,0.64,95.7,100.65,95.62,89.44,5.05,17.22,33.85,204.32,288.35,-84.03,1249.594,981.824,0.64458,0.59651,23.48,19.47,108.91,95.62,82.33,1074714051,1.02E+11,1.004119626,1.030797873,1.004036094,1.033959923,52.98308103,57.74719674,20240502,,,1.318664797,1.35993644,1.719287859,1.867312761,20240502,,,1.318664797,1.35993644,1.719287859,1.867312761
234,20240520,3651578,3332,346138197,95,96.5,93.1,93.7,,,-1.06,94.86,99.72,95.88,89.69,2.94,12.46,26.72,162.67,263.24,-100.57,1322.123,2329.455,0.64782,0.60498,23.75,20.18,108.79,95.88,82.98,1106669532,1.05E+11,0.984565851,1.029733938,0.984849416,1.032645603,31.9097502,53.94255875,20240502,,,1.329285692,1.371510854,1.746147806,1.900111705,20240502,,,1.329285692,1.371510854,1.746147806,1.900111705
235,20240521,1890169,1755,179487701,94.6,95.7,94.1,94.9,,,1.28,94.6,98.16,96.29,89.94,9.28,11.4,21.61,137.75,238.14,-100.39,1243.532,646.637,0.63142,0.58702,22.38,18.68,108.52,96.29,84.06,1140508438,1.09E+11,1.009288886,1.030577246,1.009131674,1.03322125,10.20191286,54.68790136,20240502,,,1.342359989,1.385455664,1.779631766,1.939928735,20240502,,,1.342359989,1.385455664,1.779631766,1.939928735
236,20240522,4353556,3697,419471783,94.9,97.6,94.8,95.6,,,0.74,94.6,96.82,96.66,90.21,19.38,14.06,19.09,122.23,214.96,-92.73,2487.746,1865.81,0.63503,0.58933,22.68,18.87,108.34,96.66,84.97,1174664736,1.12E+11,1.0095895,1.029948308,1.009566981,1.032459078,14.61538462,52.97254066,20240502,,,1.355688237,1.399671021,1.814059434,1.980975643,20240502,,,1.355688237,1.399671021,1.814059434,1.980975643
237,20240523,2854133,2410,268974991,96,96,93.6,94,,,-1.67,94.58,95.72,96.83,90.46,11.39,13.17,17.12,95.92,191.15,-95.23,356.767,2497.366,0.67295,0.63381,25.85,22.58,108.24,96.83,85.42,1204624379,1.15E+11,0.967308074,1.025504845,0.968098711,1.027988476,16.41975309,51.69094693,20240502,,,1.364072819,1.408924088,1.835676517,2.008073587,20240502,,,1.364072819,1.408924088,1.835676517,2.008073587
238,20240524,1482299,1382,138878233,93.3,94.5,93.1,93.6,,,-0.43,94.36,95.03,97.03,90.7,8.47,11.6,15.28,71.02,167.12,-96.1,663.134,819.165,0.66985,0.63421,25.59,22.62,108.06,97.03,86,1235049350,1.18E+11,0.997536501,1.025256812,0.997612046,1.027584226,21.55591572,34.34692467,20240502,,,1.373215186,1.418884124,1.85945035,2.037416102,20240502,,,1.373215186,1.418884124,1.85945035,2.037416102
239,20240527,1050359,1031,98917421,94.3,94.7,93.7,94.2,,,0.64,94.46,94.66,97.24,90.97,21.15,14.78,15.11,55.49,144.8,-89.31,637.718,412.641,0.66914,0.64684,25.53,23.67,107.88,97.24,86.6,1265486389,1.22E+11,1.003562398,1.024644391,1.003470721,1.026860208,31.76130895,14.79820628,20240502,,,1.382482429,1.428949097,1.883702254,2.067291782,20240502,,,1.382482429,1.428949097,1.883702254,2.067291782
240,20240528,14592732,9851,1510347762,95,103.5,94.8,103.5,13259612,1336336531,9.87,96.18,95.39,97.82,91.38,100,43.19,24.47,116.89,139.23,-22.34,14291.851,300.881,0.58583,0.53517,18.58,14.35,108.49,97.82,87.16,1308769823,1.26E+11,1.220655556,1.034203003,1.23628557,1.03720396,71.11231102,42.74586173,20240502,,,1.405601709,1.454528207,1.94445773,2.144516938,20240502,,,1.405601709,1.454528207,1.94445773,2.144516938
241,20240529,7895958,6229,803802653,104.5,104.5,99.8,100.5,,,-2.9,97.16,95.88,98.23,91.75,64.91,50.43,33.12,139.72,139.33,0.39,863.62,7032.338,0.64526,0.60164,23.54,19.9,108.65,98.23,87.81,1345514582,1.30E+11,0.920298082,1.0280758,0.917116192,1.030619028,63.31730769,43.84154461,20240502,,,1.420673564,1.471242279,1.984458558,2.195851465,20240502,,,1.420673564,1.471242279,1.984458558,2.195851465
242,20240530,5772644,5103,572422115,99.9,102,97.2,100.5,,,0,98.46,96.52,98.54,92.03,64.91,55.26,40.5,156.02,142.67,13.35,3247.112,2525.532,0.65615,0.60724,24.45,20.37,108.85,98.54,88.22,1380952200,1.34E+11,1.010130484,1.026337594,1.010297511,1.028790939,68.48673947,51.14563107,20240502,,,1.433913333,1.486025855,2.019789242,2.241875331,20240502,,,1.433913333,1.486025855,2.019789242,2.241875331
243,20240531,14759756,10500,1606067935,103.5,110.5,103,109.5,,,8.96,101.64,98,99.32,92.46,94.25,68.26,49.75,238.81,161.9,76.9,12914.786,1844.97,0.57628,0.49107,17.78,10.67,110.43,99.32,88.22,1429789926,1.39E+11,1.153853847,1.035365255,1.171585964,1.038629407,78.00362976,68.89788294,20240502,,,1.460500844,1.515889694,2.091329582,2.336586773,20240502,,,1.460500844,1.515889694,2.091329582,2.336586773
244,20240603,19836225,14302,2267350768,111,118.5,111,114.5,,,4.57,105.7,100.08,99.9,92.99,84.25,73.59,57.7,340.83,197.69,143.14,13732.771,6103.454,0.8541,0.78026,40.96,34.8,112.76,99.9,87.04,1441353608,1.40E+11,1.091897309,1.008087679,1.106029762,1.010173898,83.90212492,76.39484979,20240502,,,1.448264436,1.503864231,2.056897115,2.29908905,20240502,,,1.448264436,1.503864231,2.056897115,2.29908905
245,20240604,10685642,8429,1244257993,113,120,112,115.5,,,0.87,108.1,102.14,100.15,93.5,83.27,76.82,64.07,424.86,243.12,181.73,6767.573,3918.069,0.96707,0.85149,50.38,40.74,113.98,100.15,86.32,1443570533,1.41E+11,1.031434364,1.001538085,1.036474956,1.003005734,83.6867863,78.32386364,20240502,,,1.428279953,1.482956298,2.002268057,2.233885446,20240502,,,1.428279953,1.482956298,2.002268057,2.233885446
246,20240605,4608272,4201,525597232,115.5,117,112.5,113.5,,,-1.73,110.7,103.93,100.38,94.06,75.84,76.49,68.21,469.89,288.47,181.42,1645.811,2962.461,0.88282,0.79045,43.36,35.65,114.9,100.38,85.85,1451358902,1.42E+11,0.985918018,1.005395212,0.984072712,1.007348598,78.72945638,77.96945701,20240502,,,1.415655627,1.470493148,1.96755598,2.195867818,20240502,,,1.415655627,1.470493148,1.96755598,2.195867818
247,20240606,4837555,5776,542716812,115.5,116,109.5,110.5,,,-2.64,112.7,105.58,100.65,94.43,63.88,72.29,69.57,475.89,325.96,149.93,725.633,4111.922,0.83958,0.78175,39.75,34.92,115.71,100.65,85.59,1462037091,1.43E+11,0.963265268,1.007357373,0.959054995,1.009341515,76.38761116,72.08244111,20240502,,,1.407132931,1.462380059,1.944077635,2.171448644,20240502,,,1.407132931,1.462380059,1.944077635,2.171448644
248,20240607,4738753,5772,528182981,112,114,108.5,111,,,0.45,113,107.32,101.18,94.72,64.29,69.62,69.59,479.15,356.59,122.56,2457.131,2281.622,0.76455,0.70731,33.49,28.71,116.9,101.18,85.45,1478192275,1.45E+11,1.001976548,1.011049777,1.0021984,1.013165764,77.71988967,74.50340136,20240502,,,1.404797647,1.460923315,1.937114834,2.167488434,20240502,,,1.404797647,1.460923315,1.937114834,2.167488434
249,20240611,6589152,4874,756476005,115.5,117.5,111.5,114.5,,,3.15,113,109.35,102,95.13,75.88,71.71,70.3,504.17,386.1,118.06,3953.491,2635.661,0.72578,0.54151,30.25,14.88,118.67,102,85.34,1497686935,1.47E+11,1.014811839,1.013188176,1.016965144,1.015410841,79.31132612,75.73795961,20240502,,,1.406151012,1.463489682,1.939890964,2.175884029,20240502,,,1.406151012,1.463489682,1.939890964,2.175884029
250,20240612,3070147,2676,345778060,115,115.5,111,112.5,,,-1.75,112.4,110.25,102.82,95.54,67.11,70.18,70.26,502.06,409.29,92.77,877.185,2192.962,0.7085,0.53425,28.81,14.28,119.86,102.82,85.78,1518531761,1.50E+11,0.985427089,1.013918013,0.983660191,1.015925958,66.6173205,71.94044915,20240502,,,1.409062483,1.46740039,1.947035949,2.188281726,20240502,,,1.409062483,1.46740039,1.947035949,2.188281726
251,20240613,6783488,5441,788102759,114.5,118,114,116.5,,,3.56,113,111.85,103.86,96.01,79.41,73.26,71.26,526.6,432.74,93.86,5087.616,1695.872,0.66157,0.49474,24.9,10.98,121.56,103.86,86.17,1544105055,1.52E+11,1.038120844,1.016840803,1.044170679,1.019173992,77.89017341,77.23988439,20240502,,,1.416507489,1.476540425,1.965969849,2.217091289,20240502,,,1.416507489,1.476540425,1.965969849,2.217091289
252,20240614,2810335,2640,326992696,117.5,118,114.5,117,,,0.43,114.3,113.5,105.01,96.46,73.91,73.48,72,543.81,454.95,88.86,1487.824,1322.511,0.6378,0.50351,22.91,11.71,122.99,105.01,87.03,1571636926,1.55E+11,1.001789784,1.017830309,1.002064899,1.020057082,78.22838847,78.27552987,20240502,,,1.425660858,1.48734011,1.989655265,2.251229889,20240502,,,1.425660858,1.48734011,1.989655265,2.251229889
253,20240617,3563771,2893,417706365,117,119.5,114.5,118,,,0.85,115.7,114.35,106.18,96.95,82.61,76.52,73.51,559.07,475.77,83.31,1979.873,1583.898,0.63958,0.48323,23.06,10.02,124.35,106.18,88,1599297001,1.59E+11,1.004279393,1.017599532,1.00497213,1.019798261,69.4,78.38485502,20240502,,,1.434762832,1.498085965,2.013291443,2.285504681,20240502,,,1.434762832,1.498085965,2.013291443,2.285504681
254,20240618,7013552,5079,832423588,119,123,116,117,,,-0.85,116.2,114.6,107.34,97.44,58.62,70.55,72.52,556.68,491.94,64.74,2697.52,4316.032,0.65375,0.50343,24.25,11.71,125.15,107.34,89.53,1626345896,1.62E+11,0.982582882,1.016912991,0.979522254,1.018804604,57.18673219,69.82574136,20240502,,,1.443155073,1.507677103,2.035424061,2.316199658,20240502,,,1.443155073,1.507677103,2.035424061,2.316199658
255,20240619,3767276,3419,442298688,117,119,116,117,,,0,117.1,114.75,108.44,97.92,58.62,66.57,70.54,548.46,503.24,45.23,1883.638,1883.638,0.66414,0.51561,25.11,12.72,125.77,108.44,91.12,1652797895,1.64E+11,1,1.016264682,1,1.018106652,54.76963011,76.61858437,20240502,,,1.450888896,1.516551809,2.055866908,2.34482945,20240502,,,1.450888896,1.516551809,2.055866908,2.34482945
256,20240620,2476267,2158,290800957,118,119.5,116,116.5,,,-0.43,117.1,115.05,109.49,98.39,55.17,62.77,67.95,531.78,508.94,22.85,761.928,1714.339,0.67705,0.52977,26.19,13.9,126.09,109.49,92.89,1677675548,1.67E+11,0.989569255,1.015051842,0.987827829,1.016740235,59.81573352,75.52910053,20240502,,,1.457150004,1.523701558,2.072499862,2.368023599,20240502,,,1.457150004,1.523701558,2.072499862,2.368023599
257,20240621,3440346,3200,392286814,116.5,116.5,112.5,113.5,,,-2.58,116.4,115.35,110.46,98.79,20.83,48.79,61.56,488.72,504.88,-16.16,688.069,2752.277,0.67745,0.54366,26.22,15.06,125.54,110.46,95.39,1702629593,1.70E+11,0.977154621,1.014874178,0.974069,1.01626344,60.07117438,58.17267393,20240502,,,1.463439184,1.530472958,2.089614928,2.389893267,20240502,,,1.463439184,1.530472958,2.089614928,2.389893267
258,20240624,2897750,2306,327276756,114,115,111,112,,,-1.32,115.2,115.45,111.38,99.2,8.33,35.3,52.81,437.45,491.39,-53.94,891.615,2006.135,0.69075,0.66805,27.33,25.44,124.32,111.38,98.45,1726625149,1.73E+11,0.987376806,1.014093234,0.985763069,1.015348498,53.55227882,45.17224648,20240502,,,1.468868706,1.536192013,2.104551731,2.408377019,20240502,,,1.468868706,1.536192013,2.104551731,2.408377019
259,20240625,2859273,2638,309095813,110.5,111.5,106.5,108,,,-3.57,113.4,114.8,112.08,99.53,9.09,26.56,44.06,360.39,465.18,-104.8,794.243,2065.03,0.71061,0.69899,28.99,28.02,122.5,112.08,101.65,1749124841,1.75E+11,0.985422875,1.013031023,0.984237952,1.01419749,31.55149935,36.20763621,20240502,,,1.473029468,1.540499543,2.116098045,2.422304397,20240502,,,1.473029468,1.540499543,2.116098045,2.422304397
260,20240626,1147652,1430,125413291,109,110.5,108,109,,,0.93,111.8,114.45,112.35,99.86,15.15,22.76,36.96,303.88,432.91,-129.04,669.464,478.188,0.86433,0.84903,41.81,40.54,122.12,112.35,102.58,1757824839,1.76E+11,1.002226564,1.004973915,1.002436656,1.005843535,39.73829201,41.62594402,20240502,,,1.465727076,1.532428313,2.096302575,2.395940764,20240502,,,1.465727076,1.532428313,2.096302575,2.395940764
261,20240627,1049448,1035,112886003,109,109,107,107.5,,,-1.38,110,113.55,112.7,100.12,6.06,17.19,30.37,244.17,395.16,-150.99,209.89,839.558,0.77567,0.77332,34.42,34.22,121.16,112.7,104.24,1772063885,1.78E+11,0.992686548,1.008100378,0.992123445,1.008992351,17.90923825,44.09411765,20240502,,,1.463543247,1.529796056,2.090587771,2.387257605,20240502,,,1.463543247,1.529796056,2.090587771,2.387257605
262,20240628,918664,969,99804855,108.5,109.5,107.5,108,,,0.47,108.9,112.65,113.08,100.44,9.09,14.49,25.08,198.6,355.84,-157.24,501.089,417.575,0.77603,0.77345,34.45,34.23,119.84,113.08,106.31,1785664865,1.79E+11,1.000977152,1.00767522,1.001063502,1.008560421,18.17447496,44.14668547,20240502,,,1.461140091,1.526975965,2.084237684,2.378013916,20240502,,,1.461140091,1.526975965,2.084237684,2.378013916
263,20240701,988986,950,107553511,109,110,107,108,,,0,108.1,111.65,113,100.79,11.54,13.51,21.22,160.63,316.79,-156.16,494.493,494.493,0.9476,0.97713,48.76,51.22,119.95,113,106.05,1788196028,1.79E+11,1,1.001417491,1,1.001763163,12.14223764,34.43708609,20240502,,,1.450059407,1.514329218,2.054739349,2.336995305,20240502,,,1.450059407,1.514329218,2.054739349,2.336995305
264,20240702,1938592,1780,214571236,109,112.5,108,110,,,1.85,108.5,110.95,112.78,101.13,26.92,17.98,20.14,145.01,282.43,-137.42,1184.695,753.897,1.13052,1.15637,64.02,66.18,119.81,112.78,105.74,1783528673,1.79E+11,1.005035561,0.997389908,1.005583116,0.997165952,25.9377494,44.40175631,,,,,,,,,,,,,,
265,20240703,1312305,1180,146164749,111.5,112.5,110.5,111,,,0.91,108.9,110.35,112.55,101.49,45,26.99,22.42,139.1,253.76,-114.66,765.511,546.794,1.24526,1.26114,73.59,74.92,119.51,112.55,105.59,1776230530,1.78E+11,1.002543759,0.995908032,1.002836554,0.995439708,30.95238095,34.93898523,,,,,,,,,,,,,,
266,20240704,1340788,1272,149854492,111.5,113,110.5,112,,,0.9,109.8,109.9,112.48,101.87,64.71,39.56,28.13,140.86,231.18,-90.32,804.473,536.315,1.19759,1.19818,69.61,69.66,119.42,112.48,105.53,1770517194,1.77E+11,1.003110851,0.996783449,1.00347992,0.996430181,36.3767074,36.84538653,,,,,,,,,,,,,,
267,20240705,2727623,2227,311816137,113,117,112,114,,,1.79,111,109.95,112.65,102.27,71.43,50.18,35.48,156.59,216.26,-59.67,1636.574,1091.049,1.05973,1.04927,58.11,57.24,119.56,112.65,105.74,1768735671,1.77E+11,1.006308914,0.998993784,1.007215882,0.998909285,52.21036585,40.34157833,,,,,,,,,,,,,,
268,20240708,2587131,3015,287028305,114.5,115.5,109,109.5,,,-3.95,111.3,109.7,112.58,102.62,25,41.79,37.58,131.23,199.26,-68.03,456.553,2130.578,1.13049,1.2838,82.67,99.19,119.59,112.58,105.56,1765104612,1.77E+11,0.980761505,0.997947088,0.978664307,0.997750167,43.49206349,34.11354582,,,,,,,,,,,,,,
269,20240709,3106026,3693,327758688,106.5,107,104,105.5,,,-3.65,110.4,109.45,112.12,102.85,11.54,31.71,35.62,77.96,175,-97.04,776.506,2329.52,1.26378,1.46818,97.04,119.06,119.72,112.12,104.53,1758602711,1.76E+11,0.981802128,0.996316421,0.980763381,0.99596333,43.27226785,28.86641382,,,,,,,,,,,,,,
270,20240710,1028497,936,109011247,105.5,107,105.5,105.5,,,0,109.3,109.1,111.78,103.12,11.54,24.99,32.08,35.34,147.07,-111.74,514.249,514.249,1.21355,1.41933,91.62,113.79,119.9,111.78,103.65,1753416586,1.76E+11,1,0.997050997,1,0.996788125,39.73154362,29.39914163,,,,,,,,,,,,,,
271,20240711,947708,975,99732368,105.5,106.5,104.5,105,,,-0.47,107.9,108.85,111.2,103.43,7.69,19.22,27.79,-2.45,117.17,-119.62,406.161,541.547,1.44445,1.71095,120.06,149.65,119.53,111.2,102.87,1744703331,1.75E+11,0.998384161,0.995030699,0.998294788,0.994452732,42.31593996,32.32656914,,,,,,,,,,,,,,
272,20240712,1072051,1003,112460464,104.5,106.5,103,105,,,0,106.1,108.55,110.6,103.68,14.29,17.58,24.39,-32.03,87.33,-119.36,612.601,459.45,1.46587,1.7291,101.98,126.32,118.9,110.6,102.3,1735977912,1.74E+11,1.001830802,0.99499891,1.00192612,0.994403642,40.31065089,34.47408153,,,,,,,,,,,,,,
