,日期,成交股數,成交筆數,成交金額,日開盤價,日最高價,日最低價,日收盤價,調整成交量,調整成交金額,漲跌幅,5日均線,10日均線,20日均線,60日均線,日RSV,日K值,日D值,日MACD,日signal,日MACD-OSC,參考指標,參考指標,參考指標,參考指標,參考指標,動能指標,日上軌(2),日中軸,日下軌(2),參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標
65,20230905,398412,480,24869243,62.6,62.8,62.1,62.5,,,0.64,60.98,59.99,59.57,59.19,93.02,87.79,80.09,69.98,33.14,36.84,239.047,159.365,0.71373,0.59908,5.65,-3.56,61.63,59.57,57.52,273553149,24491900933,1.005597222,1.00288982,1.003951387,1.001978277,92.34234234,80.9255079,20230816,,,1.015890161,1.010695016,1.032089265,1.021420982,20221214,,,1.022515469,1.015418801,1.04564977,1.030913093
66,20230906,281791,336,17496581,62.7,62.7,61.7,62.2,,,-0.48,61.54,60.33,59.69,59.23,86.05,87.21,82.46,80.28,42.57,37.72,82.88,198.911,0.85645,0.73294,17.12,7.19,62.05,59.69,57.34,273915876.9,24514620597,0.991894827,1.001325987,0.994299058,1.00092764,92.760181,75.42468856,20230816,,,1.0162354,1.010960177,1.032793145,1.021953896,20221214,,,1.023525956,1.016125143,1.04772753,1.032333387
67,20230907,168910,192,10496002,62.5,62.5,61.9,62.3,,,0.16,61.96,60.67,59.87,59.27,87.8,87.41,84.11,88.24,51.7,36.53,89.423,79.487,0.77678,0.65151,10.72,0.65,62.44,59.87,57.3,274495276.4,24550146262,1.000699724,1.002115246,1.000491363,1.001449162,92.74924471,87.32394366,20230816,,,1.017420674,1.011776255,1.035212457,1.023591702,20221214,,,1.025335044,1.017354747,1.051453958,1.034804991
68,20230908,160911,188,10050790,62.5,62.7,62.2,62.5,,,0.32,62.32,61.02,60.02,59.32,92.68,89.17,85.8,95.06,60.37,34.68,93.865,67.046,0.79076,0.63858,11.84,-0.39,62.83,60.02,57.22,275030992.6,24583186684,1.001887344,1.001951641,1.001332487,1.001345834,92.9098966,87.29139923,20230816,,,1.018428681,1.012479193,1.037272592,1.025003106,20221214,,,1.026958209,1.018466205,1.054804205,1.037040254
69,20230911,908549,903,58441162,64,64.9,63.6,64.5,,,3.2,62.8,61.57,60.3,59.39,93.22,90.52,87.37,115.27,71.35,43.92,706.649,201.9,0.63832,0.45199,-0.41,-15.39,63.66,60.3,56.95,276201691.6,24656386729,1.035454682,1.004256607,1.025791817,1.002977647,95.18555667,90.85027726,20230816,,,1.021781225,1.014831366,1.044142192,1.029729079,20221214,,,1.03093204,1.021227987,1.06303324,1.042600063
70,20230912,807590,930,52762569,64.9,66,64.6,65.8,,,2.02,63.46,62.22,60.64,59.49,97.1,92.71,89.15,140.17,85.11,55.05,632.027,175.563,0.574,0.38969,-5.15,-19.9,64.71,60.64,56.57,277813240.8,24758486628,1.030965144,1.005834683,1.023094992,1.004140911,95.81881533,96.10705596,20230816,,,1.026636331,1.018283834,1.054138939,1.036675419,20221214,,,1.036496031,1.025149125,1.074619801,1.050506197
71,20230913,497348,599,32699985,66,66.6,65,65.7,,,-0.15,64.16,62.85,60.96,59.59,86.57,90.66,89.65,157.28,99.55,57.73,208.565,288.783,0.61295,0.43169,2.97,-10.83,65.53,60.96,56.4,279340392.9,24855065542,0.994721733,1.005497046,0.996007763,1.003900841,94.5026178,94.88220959,20230816,,,1.0309884,1.02137438,1.063148943,1.042901333,20221214,,,1.041667656,1.028788102,1.085457734,1.057852849
72,20230914,527167,889,34171945,65.9,65.9,64.4,64.8,,,-1.37,64.66,63.31,61.23,59.68,67.86,83.06,87.45,161.71,111.98,49.73,100.413,426.754,0.70259,0.52417,9.79,-3.79,66.04,61.23,56.42,280513356.2,24928842381,0.978412948,1.004199047,0.983923502,1.002968282,82.57839721,85.196151,20230816,,,1.033882393,1.023421793,1.069166109,1.047029435,20221214,,,1.045448745,1.031435176,1.093423619,1.063201602
73,20230915,446227,589,28746255,65,65,64,65,,,0.31,65.16,63.74,61.54,59.77,67.35,77.82,84.24,164.94,122.57,42.36,243.397,202.83,0.68455,0.50627,8.42,-5.16,66.48,61.54,56.6,281830614,25011355677,1.002742597,1.004695882,1.002018482,1.003309953,81.75182482,85.52821997,20230816,,,1.037233611,1.025776209,1.076159889,1.051779234,20221214,,,1.049718731,1.034410506,1.102462369,1.0692178
74,20230918,253811,458,16613650,65.1,65.7,65,65.4,,,0.62,65.34,64.07,61.86,59.86,75.51,77.05,81.84,168.77,131.81,36.96,169.207,84.604,0.67747,0.48697,7.88,-6.63,66.92,61.86,56.8,283217131.5,25098504764,1.005704251,1.004919684,1.004268786,1.003484381,78.42502697,85.64249821,20230816,,,1.040749978,1.028259459,1.083527876,1.056794143,20221214,,,1.054191549,1.03754033,1.11197879,1.075553706
75,20230919,213522,334,13810405,65.3,65.3,64.4,64.7,,,-1.07,65.12,64.29,62.14,59.94,59.57,71.22,78.3,164.27,138.3,25.97,49.274,164.248,0.70344,0.52099,9.85,-4.04,67.18,62.14,57.1,284479547.2,25177681276,0.992292094,1.004457413,0.99429216,1.003154631,68.35051546,79.29871881,20230816,,,1.043720184,1.030354061,1.089775277,1.061027383,20221214,,,1.058145684,1.040302086,1.120433238,1.081149087
76,20230920,142730,213,9190511,64.7,64.7,64.2,64.4,,,-0.46,64.86,64.51,62.42,60.01,50,64.15,73.58,156.48,141.94,14.54,40.78,101.95,0.70599,0.53163,10.05,-3.23,67.31,62.42,57.53,285722616.2,25255370270,0.99586726,1.004369625,0.996959398,1.003085629,68.49173554,74.67718795,20230816,,,1.046556983,1.032345372,1.0957626,1.065053916,20221214,,,1.061979341,1.042969709,1.128667586,1.086556983
77,20230921,256878,282,16360197,64.4,64.4,63.4,63.7,,,-1.09,64.64,64.65,62.66,60.07,9.38,45.89,64.35,143.01,142.15,0.86,59.28,197.598,0.73896,0.57272,12.56,-0.1,67.3,62.66,58.02,286809936.2,25323225856,0.990616179,1.003805509,0.993178775,1.002686779,60.98020735,67.46478873,20230816,,,1.04877058,1.033899359,1.100448441,1.06819802,20221214,,,1.065188511,1.045200693,1.135588922,1.091082617
78,20230922,151187,145,9666642,63.6,64.5,63.4,64.2,,,0.78,64.48,64.82,62.92,60.14,25,38.93,55.88,134.82,140.69,-5.87,106.72,44.467,0.7283,0.56083,11.75,-1,67.28,62.92,58.56,287941859.1,25394023621,1.004263402,1.003946596,1.003103248,1.002795764,62.60162602,63.5359116,20230816,,,1.05112053,1.035556206,1.105436067,1.07155271,20221214,,,1.068526909,1.04752894,1.142816157,1.095809563
79,20230925,103329,182,6663120,64.6,64.7,64.3,64.7,,,0.78,64.34,64.84,63.21,60.22,40.63,39.5,50.42,130.85,138.72,-7.87,75.148,28.181,0.71659,0.56135,10.86,-0.96,67.24,63.2,59.17,289120749.8,25467850076,1.003202909,1.004094197,1.002353971,1.002907237,52.13872832,63.93442623,20230816,,,1.053611099,1.037316321,1.110737009,1.07511897,20221214,,,1.072001882,1.049957038,1.150368625,1.100743217
80,20230926,110044,150,7043375,64.5,64.5,63.7,64,,,-1.08,64.2,64.66,63.44,60.28,24,34.33,45.06,120.66,135.11,-14.44,25.395,84.649,0.73345,0.5877,12.14,1.04,67.07,63.44,59.81,290219947.2,25536678426,0.995972112,1.003801863,0.997059234,1.002702558,32.29571984,61.0738255,20230816,,,1.055777307,1.038850278,1.115360023,1.078229076,20221214,,,1.075142675,1.052153267,1.157220839,1.105208918
81,20230927,173267,367,10975947,64.2,64.2,63.1,63.3,,,-1.09,63.98,64.42,63.64,60.34,7.69,25.45,38.52,105.72,129.23,-23.51,23.102,150.165,0.76407,0.62709,14.47,4.04,66.75,63.63,60.52,291182516.9,25596891133,0.991327858,1.00331669,0.993740387,1.002357891,28.78612717,55.9972106,20230816,,,1.057425946,1.040020279,1.118886212,1.080602642,20221214,,,1.077744132,1.053972408,1.162915179,1.108909977
82,20230928,125163,126,7960411,63.7,63.9,63.3,63.9,,,0.95,64.02,64.33,63.82,60.4,30.77,27.22,34.75,97.6,122.91,-25.3,89.402,35.761,0.79432,0.6482,16.77,5.65,66.51,63.82,61.13,291969261.3,25646800907,1.003693099,1.002701894,1.002669868,1.001949837,41.79829891,57.8490314,20230816,,,1.058434498,1.040771114,1.121045824,1.082130279,20221214,,,1.07966984,1.055350731,1.167140287,1.111720423
83,20231002,176840,181,11334482,64.5,64.6,63.7,64.6,,,1.1,64.1,64.29,64.02,60.48,68.18,40.87,36.79,95.71,117.47,-21.76,115.33,61.51,0.80145,0.71691,17.32,10.88,66.31,64.01,61.72,292698638.7,25693438569,1.003691829,1.002498131,1.002692434,1.001818459,46.89578714,50.97125097,20230816,,,1.059254126,1.041401847,1.122802217,1.083416191,20221214,,,1.08136783,1.056583819,1.170872866,1.114238637
