,ら戳,Θユ计,Θユ掸计,Θユ肂,㏄秨絃基,㏄程蔼基,㏄程基,㏄Μ絃基,㏄5らА絬,㏄10らА絬,㏄20らА絬,㏄RSV,㏄K,㏄D,㏄MACD,㏄signal,㏄MACD-OSC,㏄瓂,㏄い禸,㏄瓂,把σ夹,把σ夹,把σ夹,把σ夹
342,20210604,1425951,1093,119366481,84,84.5,82.3,84,83.02,87.57,85.77,29.92,27.89,32.74,-12.62,62.12,-74.74,94.55,85.77,77,772.39,653.561,1.08825,27.45
343,20210611,1008326,925,84296008,84.4,84.5,83.1,83.6,82.52,87.01,85.64,33.19,29.66,31.71,-26.83,44.33,-71.16,94.46,85.64,76.82,252.081,756.245,0.6974,12.13
344,20210618,1098619,1023,92810302,84,85,83.8,84.8,83.32,85.65,85.72,50,36.44,33.29,-28.09,29.85,-57.94,94.48,85.72,76.96,878.895,219.724,0.48927,3.97
345,20210625,2384928,1901,196667727,84.6,84.6,81.5,82.4,83.68,84.6,85.79,41.45,38.11,34.9,-47.9,14.3,-62.2,94.41,85.79,77.17,511.056,1873.872,1.45103,41.67
346,20210702,1612760,1287,134486468,82.5,83.9,82.4,83.3,83.62,83.9,85.91,50,42.07,37.29,-55.69,0.3,-55.99,94.32,85.91,77.51,1121.92,490.84,1.20866,29.37
347,20210709,1484668,1191,123354349,83.6,83.7,82.5,82.5,83.32,83.17,85.83,68.09,50.74,41.77,-67.55,-13.27,-54.28,94.33,85.83,77.34,92.792,1391.876,1.52661,42.35
348,20210716,1499327,1161,124524487,83.2,84.1,82.5,83.9,83.38,82.95,85.85,87.64,63.04,48.86,-64.9,-23.6,-41.3,94.33,85.85,77.38,1077.641,421.686,1.49043,40.87
349,20210723,1250850,1079,104576380,84.1,84.3,83,83.7,83.16,83.24,85.85,80.6,68.89,55.54,-63.68,-31.61,-32.07,94.33,85.85,77.37,469.069,781.781,1.11761,25.65
350,20210730,1605830,1320,132521470,83.7,83.7,81.6,82.1,83.1,83.39,85.68,17.14,51.64,54.24,-74.76,-40.24,-34.52,94.32,85.68,77.05,308.813,1297.017,1.99781,61.59
351,20210806,5236435,3928,417221366,82.1,84.7,76.5,78.8,82.2,82.91,85.33,27.06,43.45,50.64,-108.91,-53.98,-54.94,94.47,85.33,76.19,1958.667,3277.768,1.51494,49.25
352,20210813,4224296,3397,322840589,78,78,75.1,76.5,81,82.16,84.87,14.14,33.68,44.99,-152.78,-73.74,-79.04,94.78,84.86,74.95,1159.611,3064.685,2.16142,100
353,20210820,5092604,3805,354497242,76.4,76.4,63.5,63.9,77,80.19,83.6,1.89,23.08,37.69,-285.92,-116.17,-169.75,96.87,83.6,70.33,152.018,4940.586,3.51486,100
354,20210827,3858669,3053,260135911,63.5,71.2,63,70.3,74.32,78.74,82.19,33.64,26.6,33.99,-335.92,-160.12,-175.8,94.83,82.19,69.56,3318.455,540.214,1.79446,43.14
355,20210903,1578654,1333,110961834,71.3,71.9,69.3,70,71.9,77.5,81.05,32.26,28.49,32.16,-373.66,-202.83,-170.83,93.75,81.05,68.35,418.827,1159.827,1.92226,47.36
356,20210910,1968289,1847,133574752,70.2,70.2,66.4,68.4,69.82,76.01,79.95,24.88,27.29,30.54,-411.73,-244.61,-167.12,93.05,79.95,66.86,656.096,1312.193,1.74964,26.36
357,20210917,1601099,1379,112005443,69.1,71.6,68.5,70.2,68.56,74.78,78.97,33.18,29.25,30.11,-422.51,-280.19,-142.32,91.91,78.97,66.04,1048.996,552.103,0.65492,0
358,20210924,871826,783,61067408,70.2,71.9,69.3,70,69.78,73.39,78.17,32.26,30.25,30.16,-427.73,-309.7,-118.03,91.23,78.17,65.11,418.476,453.35,1.36779,24.93
359,20211001,1251202,1135,86590622,70.5,70.7,68,68.4,69.4,71.86,77.55,24.88,28.46,29.59,-439.71,-335.7,-104.01,91.21,77.55,63.89,197.558,1053.644,1.45244,27.89
360,20211008,1078359,1098,74240962,69,70.2,67.8,69.9,69.38,70.64,77.02,46,34.31,31.16,-432.13,-354.99,-77.14,90.99,77.01,63.04,718.906,359.453,1.01452,12.57
361,20211015,738108,1272,51253944,70,70.3,68.5,69.9,69.68,69.75,76.33,51.49,40.04,34.12,-421.26,-368.24,-53.02,90.29,76.33,62.37,369.054,369.054,1.31192,22.97
362,20211022,1275177,1059,89598143,70.1,71.9,69.2,70.6,69.76,69.16,75.66,85.39,55.16,41.13,-402.35,-375.06,-27.29,89.37,75.66,61.95,725.101,550.076,1.15995,17.66
363,20211029,778524,655,54827204,70.6,71.2,70,70.6,69.88,69.83,75.01,76.36,62.23,48.16,-382.96,-376.64,-6.32,88.38,75.01,61.64,389.262,389.262,0.75731,3.58
364,20211105,1979988,2650,145025551,70.9,75.5,70.6,74.2,71.04,70.22,74.48,85.71,70.06,55.46,-334.68,-368.25,33.57,87.08,74.48,61.88,1514.108,465.88,0.59191,0
365,20211112,2091349,2144,147790769,74.2,74.2,69.5,69.9,71.04,70.21,73.86,27.27,55.8,55.57,-327.35,-360.07,32.72,86.05,73.85,61.66,164.027,1927.322,1.19339,45.21
366,20211119,1813926,2074,124142960,69.9,69.9,67.5,68.9,70.84,70.26,73.14,17.5,43.03,51.39,-325.85,-353.23,27.38,84.7,73.13,61.57,668.289,1145.637,1.43587,63.44
367,20211126,1301387,1346,88892889,68.9,69.4,67.5,67.6,70.24,70,72.39,1.25,29.1,43.96,-331.33,-348.85,17.52,83.35,72.39,61.43,312.333,989.054,1.70301,95.97
368,20211203,2550196,1665,173162474,67.6,69.2,65.9,68.4,69.8,69.84,71.62,26.04,28.08,38.67,-325.47,-344.17,18.7,81.33,71.61,61.9,1450.974,1099.222,1.98844,100
369,20211210,918517,887,63206757,68.4,69.7,68.1,69.7,68.9,69.97,70.92,39.58,31.91,36.42,-306.79,-336.69,29.9,78.91,70.91,62.92,773.488,145.029,1.05424,33.11
370,20211217,997068,1006,68885214,69.9,70,68.5,69.3,68.78,69.91,70.28,35.42,33.08,35.31,-291.86,-327.73,35.87,76.43,70.27,64.12,345.139,651.929,1.00115,29.3
371,20211224,898115,1437,62652606,69.7,70.3,69.1,69.8,68.96,69.9,69.83,40.62,35.59,35.4,-272.84,-316.75,43.91,74.57,69.82,65.08,532.216,365.899,0.72928,9.84
372,20211230,965083,1040,67148783,70.2,70.3,68.8,70.2,69.48,69.86,69.51,44.79,38.66,36.49,-251.64,-303.73,52.09,73.15,69.51,65.87,539.311,425.772,0.72535,9.56
373,20220107,987546,1100,68720846,70.4,70.5,68.5,68.7,69.54,69.67,69.75,33.73,37.02,36.67,-244.13,-291.81,47.68,72.37,69.75,67.13,118.506,869.04,1.50644,65.49
374,20220114,840242,956,57999032,69.4,69.6,68.7,69.4,69.48,69.19,69.71,76.09,50.04,41.13,-229.88,-279.42,49.54,72.31,69.7,67.1,537.755,302.487,1.13625,38.98
375,20220121,907339,1292,62880988,69.4,69.8,68.9,68.9,69.4,69.09,69.65,65.22,55.1,45.79,-220.09,-267.56,47.47,72.28,69.65,67.02,279.181,628.158,1.50904,65.67
376,20220126,692183,1497,47218935,68.9,68.9,68,68.5,69.14,69.05,69.66,56.52,55.57,49.05,-213.09,-256.66,43.57,72.27,69.66,67.04,247.208,444.975,1.89799,92.84
377,20220211,1265864,1488,88276078,68.6,70.4,68.4,70,69.1,69.29,69.65,80,63.71,53.94,-193.22,-243.97,50.75,72.26,69.64,67.03,984.561,281.303,0.80877,6.6
378,20220218,784454,1039,54358190,70.1,70.1,69,69.3,69.22,69.38,69.61,52,59.81,55.9,-181.03,-231.39,50.35,72.22,69.61,67,156.891,627.563,1.18836,36.66
379,20220225,1190310,1526,82146636,69.5,70.3,68,68.1,68.96,69.22,69.59,4,41.21,51,-178.99,-220.91,41.91,72.24,69.59,66.95,315.082,875.228,1.30834,46.16
380,20220304,514138,679,35469385,68.7,69.5,68.3,69.3,69.04,69.22,69.56,52,44.81,48.94,-165.78,-209.88,44.1,72.21,69.56,66.92,385.603,128.535,1.03827,26.69
381,20220311,993520,1196,67846172,69.3,69.3,67.5,68.5,69.04,69.09,69.49,33.33,40.98,46.29,-159.93,-199.89,39.97,72.17,69.49,66.82,354.829,638.691,1.87233,97.81
382,20220318,2044063,1999,143800489,68.5,72.1,68,72.1,69.46,69.28,69.57,100,60.65,51.08,-124.8,-184.87,60.08,72.44,69.57,66.7,1821.882,222.181,0.64803,0
383,20220325,1137926,1686,82067357,72.5,72.8,71.6,72,70,69.61,69.64,84.91,68.74,56.97,-96.65,-167.23,70.58,72.67,69.64,66.61,346.325,791.601,0.61232,0
384,20220401,849676,1174,61054795,72,72.7,71,72,70.78,69.87,69.53,84.91,74.13,62.69,-73.5,-148.48,74.99,72,69.53,67.06,424.838,424.838,0.70468,7.18
385,20220408,601216,1010,42791888,72,72,70.6,71,71.12,70.08,69.58,66.04,71.43,65.6,-62.49,-131.28,68.79,72.13,69.58,67.04,133.604,467.612,0.69911,6.75
386,20220415,791670,878,55981687,71.1,71.6,70.2,70.7,71.56,70.3,69.67,60.38,67.75,66.32,-55.56,-116.14,60.58,72.25,69.67,67.1,316.668,475.002,1.76764,89.86
387,20220422,653179,670,46343375,71.1,71.4,70.4,71,71.34,70.4,69.84,66.04,67.18,66.61,-47.09,-102.33,55.24,72.29,69.84,67.4,365.78,287.399,1.3336,56.1
388,20220429,690087,688,48091488,71,71,68.8,70.3,71,70.5,69.94,52.83,62.4,65.21,-45.51,-90.97,45.45,72.3,69.94,67.58,279.765,410.322,1.49691,70.2
389,20220506,638270,593,44753401,70.3,71.1,68.7,70.1,70.62,70.7,69.96,49.06,57.95,62.79,-45.35,-81.84,36.49,72.32,69.96,67.6,305.26,333.01,1.18798,45.69
390,20220513,1008903,1248,69136407,70,70,67.7,68,70.02,70.57,69.89,5.88,40.59,55.39,-61.46,-77.77,16.31,72.39,69.89,67.4,112.1,896.803,1.81346,95.33
391,20220520,854097,819,57736434,68.6,68.6,66.2,67.8,69.44,70.5,69.79,24.24,35.14,48.64,-74.97,-77.21,2.24,72.46,69.79,67.13,297.077,557.02,2.20997,100
392,20220527,673138,704,45212033,68,68,66.7,67.4,68.72,70.03,69.66,18.46,29.58,42.29,-87.9,-79.34,-8.55,72.5,69.65,66.81,214.18,458.958,2.41843,100
393,20220602,673369,702,45257686,67.9,67.9,66.8,67.6,68.18,69.59,69.6,24.14,27.77,37.45,-95.43,-82.56,-12.86,72.56,69.6,66.64,359.13,314.239,2.26672,91.6
394,20220610,597389,665,40502165,67.5,68.5,67.2,68,67.76,69.19,69.53,33.33,29.62,34.84,-97.05,-85.46,-11.59,72.57,69.53,66.49,380.157,217.232,1.23742,34.61
395,20220617,658817,709,45013113,67.5,69.8,67.2,68,67.76,68.89,69.48,34.62,31.29,33.66,-97.21,-87.81,-9.4,72.59,69.48,66.38,392.756,266.061,0.93334,13.62
396,20220624,661242,676,44773918,68.6,68.6,67,68,67.8,68.62,69.46,36.73,33.1,33.47,-96.23,-89.49,-6.74,72.6,69.46,66.32,330.621,330.621,0.7713,4.2
397,20220701,714731,707,47977748,68.4,68.4,66,66.3,67.58,68.15,69.27,5.88,24.03,30.32,-107.93,-93.18,-14.75,72.69,69.27,65.86,69.168,645.563,1.24454,28.73
398,20220708,1581550,1403,100935999,66.5,66.5,59.9,60.1,66.08,67.13,68.81,1.98,16.68,25.77,-165.32,-107.61,-57.71,74.07,68.81,63.56,45.187,1536.363,3.31682,100
399,20220715,608581,682,36080155,61,61,58.1,60,64.48,66.12,68.41,16.24,16.53,22.69,-209.2,-127.93,-81.27,74.93,68.41,61.89,202.86,405.721,4.50464,100
400,20220722,410949,519,25278827,60.8,62.9,60.1,62.3,63.34,65.55,68.06,35.9,22.99,22.79,-222.85,-146.91,-75.94,75.08,68.06,61.04,301.922,109.027,4.35554,96.01
401,20220729,332068,497,20588668,62.1,62.7,61.5,62,62.14,64.97,67.73,33.33,26.44,24.01,-233.39,-164.21,-69.19,75.23,67.73,60.24,146.11,185.958,3.21381,65.42
402,20220805,686612,778,42978054,62.4,64,61,64,61.68,64.63,67.33,50.43,34.44,27.49,-223.04,-175.97,-47.07,74.71,67.33,59.95,486.35,200.262,0.79224,0.56
403,20220812,1202430,1637,79558235,64.2,68,63.7,67.5,63.16,64.62,67.1,80.34,49.74,34.91,-184.47,-177.67,-6.8,74.17,67.1,60.04,983.806,218.624,0.37216,0
404,20220819,1111548,1066,76106278,67.8,69.4,67.6,68.7,64.9,64.69,66.94,93.81,64.43,44.75,-142.57,-170.65,28.08,73.69,66.94,60.19,778.084,333.464,0.39188,0.48
405,20220826,526178,948,35772017,68.7,68.9,67.4,67.8,66,64.67,66.78,85.84,71.57,53.69,-115.31,-159.58,44.28,73.28,66.78,60.28,150.337,375.841,0.47036,2.38
406,20220902,451438,955,30439016,67.5,68.1,66.8,68,67.2,64.67,66.65,87.61,76.92,61.43,-91.03,-145.87,54.84,72.92,66.64,60.37,300.959,150.479,0.48726,2.79
407,20220908,369668,408,24645895,68,68,65.7,66.8,67.76,64.72,66.44,76.99,76.94,66.6,-80.55,-132.81,52.26,72.39,66.43,60.48,119.598,250.07,0.82274,10.9
408,20220916,462701,501,30867455,67.3,67.3,66.2,66.5,67.56,65.36,66.24,68.82,74.23,69.14,-73.81,-121.01,47.2,71.93,66.24,60.56,73.058,389.643,1.81075,34.81
409,20220923,459961,626,30438184,67.5,67.5,65.4,65.9,67,65.95,66.03,58.33,68.93,69.07,-72.48,-111.3,38.83,71.44,66.03,60.63,63.883,396.078,2.12785,42.49
410,20220930,538089,669,34329518,65.9,65.9,62.1,63.3,66.1,66.05,65.8,27.38,55.08,64.41,-91.35,-107.31,15.97,71.25,65.8,60.35,129.141,408.948,3.74595,81.64
411,20221007,387871,408,24478018,63.3,64.7,62,62.7,65.04,66.12,65.55,9.46,39.87,56.23,-109.88,-107.82,-2.05,71.07,65.54,60.02,169.694,218.177,3.24214,72.05
412,20221014,715091,825,42823950,62.3,62.3,58.4,59.8,63.64,65.7,65.16,12.73,30.82,47.76,-146.27,-115.51,-30.76,71.16,65.16,59.17,175.636,539.455,2.90266,75
413,20221021,1804398,1052,104140427,59.8,61,57,58.5,62.04,64.8,64.71,12.61,24.75,40.09,-183.5,-129.11,-54.39,71.25,64.71,58.17,727.145,1077.253,1.86735,44.32
414,20221028,396082,430,23488646,58.8,60.2,58.3,59.1,60.68,63.84,64.27,18.92,22.81,34.33,-205.78,-144.44,-61.34,71.06,64.26,57.47,229.311,166.771,1.53762,34.54
415,20221104,503406,483,29847954,59.3,60.3,58.3,59.4,59.9,63,63.83,21.82,22.48,30.38,-218.5,-159.26,-59.25,70.71,63.83,56.96,270.12,233.286,1.43827,31.2
416,20221111,727581,893,43346386,60.2,60.9,58.5,58.8,59.12,62.08,63.37,17.14,20.7,27.15,-230.76,-173.56,-57.21,70.31,63.37,56.44,173.234,554.347,1.45138,29.95
417,20221118,876703,899,51424113,59.3,59.3,58.3,58.7,58.9,61.27,62.99,16.19,19.2,24.5,-238.54,-186.55,-51.99,70.08,62.99,55.91,184.569,692.134,1.92076,43.99
418,20221125,454451,589,26764270,59.1,59.3,58.5,59.2,59.04,60.54,62.95,24.72,21.04,23.35,-237.92,-196.83,-41.1,70.12,62.95,55.78,287.022,167.429,1.80032,33.44
419,20221202,759198,807,44570804,59.2,59.5,58.2,59.4,59.1,59.89,62.92,31.17,24.42,23.71,-233.14,-204.09,-29.05,70.14,62.92,55.7,411.232,347.966,1.66835,9.97
420,20221209,710727,821,42277513,59.6,60.4,58.6,58.9,59,59.45,62.75,35.85,28.23,25.22,-230.72,-209.41,-21.3,70.18,62.75,55.32,252.193,458.534,1.46788,1.28
421,20221216,574960,626,33621349,58.9,59.1,58.1,58.2,58.88,59,62.56,30,28.82,26.42,-231.77,-213.89,-17.89,70.24,62.56,54.88,132.683,442.277,1.30751,0
422,20221223,359192,441,20953426,58.7,58.9,58,58.6,58.86,58.88,62.29,20.69,26.11,26.32,-226.77,-216.46,-10.31,70.13,62.29,54.45,209.529,149.663,1.3906,4.29
423,20221230,323841,389,19039450,58.8,59.1,58.3,59,58.82,58.93,61.86,34.48,28.9,27.18,-217.08,-216.59,-0.49,69.45,61.86,54.28,202.401,121.44,1.47076,10.23
424,20230106,308067,432,18187525,59,59.5,58.6,58.9,58.72,58.91,61.38,31.03,29.61,27.99,-207.81,-214.83,7.02,68.37,61.37,54.38,144.973,163.094,1.27101,0
425,20230113,379410,485,22430468,59.1,59.4,58.7,59.3,58.8,58.9,60.95,54.17,37.8,31.26,-194.98,-210.86,15.88,67.34,60.95,54.56,243.906,135.504,0.71141,0
426,20230117,136803,206,8078163,59.5,59.5,58.8,59.2,59,58.94,60.51,50,41.87,34.8,-183.51,-205.39,21.88,66.05,60.51,54.97,42.093,94.71,0.81271,8.38
427,20230203,797490,966,48053745,59.7,61.3,59.2,60.9,59.46,59.16,60.22,87.88,57.21,42.27,-158.87,-196.09,37.22,64.96,60.21,55.47,592.421,205.069,0.5847,0
428,20230210,684854,916,42075213,61,62.3,60.6,61,59.86,59.34,59.94,69.77,61.4,48.65,-136.96,-184.26,47.3,63.74,59.94,56.14,352.211,332.643,0.62401,2.94
429,20230217,548509,834,33327862,61.1,61.2,60.3,60.8,60.24,59.48,59.69,65.12,62.64,53.31,-119.83,-171.37,51.55,62.37,59.68,57,205.691,342.818,0.81787,19.18
430,20230224,700374,963,42846985,61.2,61.7,60.5,61.5,60.68,59.74,59.59,81.4,68.89,58.5,-99.45,-156.99,57.54,61.88,59.59,57.31,448.239,252.135,0.70855,11.43
431,20230303,313007,614,19269716,61.6,62,61.2,62,61.24,60.12,59.56,92.5,76.76,64.59,-78.37,-141.27,62.9,61.67,59.56,57.45,216.697,96.31,0.83732,28.51
432,20230310,682228,998,42513962,62.4,62.8,61.8,62,61.46,60.46,59.67,80.95,78.16,69.11,-60.96,-125.2,64.25,62.03,59.67,57.31,341.114,341.114,0.85198,30.17
433,20230317,1045687,1406,62570930,61.8,61.8,58.6,59.4,61.14,60.5,59.71,19.05,58.46,65.56,-67.36,-113.64,46.27,62.02,59.71,57.41,199.178,846.509,1.2745,77.85
434,20230324,468358,819,28138340,59.3,60.7,59.1,60.3,61.04,60.64,59.77,40.48,52.47,61.2,-64.43,-103.79,39.36,62.07,59.77,57.48,346.178,122.18,1.27461,77.86
435,20230331,493098,817,29532090,60.4,60.4,59.4,59.8,60.7,60.69,59.79,28.57,44.5,55.63,-65.39,-96.11,30.72,62.09,59.79,57.5,131.493,361.605,1.64191,100
436,20230407,165291,375,9863555,59.8,60.1,59.1,60.1,60.32,60.78,59.86,35.71,41.57,50.94,-63,-89.49,26.49,62.11,59.86,57.61,97.23,68.061,1.80648,100
437,20230414,638376,1419,38692211,60.3,61.7,60.1,60.7,60.06,60.76,59.96,50,44.38,48.75,-55.63,-82.72,27.09,62.17,59.96,57.75,383.026,255.35,0.84265,21.11
438,20230421,706839,945,42320320,60.7,60.7,59.3,59.4,60.06,60.6,59.97,19.05,35.94,44.48,-59.59,-78.09,18.5,62.17,59.97,57.77,47.123,659.716,2.04096,100
439,20230428,467125,777,27735757,59.4,59.8,59,59.7,59.94,60.49,59.98,26.19,32.69,40.55,-59.62,-74.4,14.78,62.17,59.98,57.8,287.462,179.663,1.42701,56.67
440,20230505,357047,529,21273749,59.7,60.2,59.1,59.7,59.92,60.31,60.02,26.19,30.52,37.21,-58.96,-71.31,12.35,62.16,60.02,57.89,178.524,178.524,1.42083,53.46
441,20230512,656118,844,38821602,60.1,60.1,58.5,58.9,59.68,60,60.06,12.12,24.39,32.94,-64.16,-69.88,5.72,62.09,60.06,58.03,109.353,546.765,2.51368,100
442,20230519,571806,676,33907027,59.2,60.2,58.5,59.5,59.44,59.75,60.1,31.25,26.68,30.85,-62.71,-68.45,5.74,62.04,60.1,58.17,336.356,235.45,1.25086,24.67
443,20230526,468314,675,27785486,59.5,59.8,58.3,59.5,59.46,59.76,60.13,35.29,29.55,30.42,-60.86,-66.93,6.07,62.02,60.13,58.24,234.157,234.157,1.39202,32.88
444,20230602,579756,711,34469354,59.8,59.8,59.2,59.6,59.44,59.69,60.16,38.24,32.45,31.1,-57.92,-65.13,7.21,61.99,60.16,58.34,306.93,272.826,1.30645,27.76
445,20230609,570592,701,34046836,59.7,59.9,59.4,59.9,59.48,59.7,60.2,47.06,37.32,33.17,-52.57,-62.62,10.05,61.98,60.19,58.41,380.395,190.197,0.74145,0
446,20230616,757531,806,45272890,59.9,59.9,59.5,59.7,59.64,59.66,60.22,58.33,44.32,36.89,-49.37,-59.97,10.6,61.97,60.22,58.47,252.51,505.021,1.02403,15.94
447,20230621,326662,411,19477406,59.7,60,59.4,60,59.74,59.59,60.18,89.47,59.37,44.38,-43.9,-56.75,12.85,61.89,60.17,58.46,217.775,108.887,0.93031,10.66
448,20230630,565344,638,33909940,60,60.2,59.7,60.2,59.88,59.67,60.14,100,72.91,53.89,-37.53,-52.91,15.38,61.81,60.13,58.46,353.34,212.004,0.84393,5.78
449,20230707,711350,821,42658017,60.3,60.3,59.6,60.1,59.98,59.71,60.1,90,78.61,62.13,-32.9,-48.91,16,61.75,60.1,58.45,273.596,437.754,1.1517,23.15
450,20230714,681492,728,40690263,60,60,59.5,59.7,59.94,59.71,60.01,70,75.74,66.67,-32.09,-45.54,13.45,61.54,60.01,58.48,170.373,511.119,1.2509,28.75
451,20230721,1285078,1401,74990693,59.8,59.9,57.1,57.8,59.56,59.6,59.8,21.87,57.78,63.71,-46.25,-45.69,-0.57,61.33,59.8,58.27,277.855,1007.223,2.01653,71.95
452,20230728,976585,1135,55933262,58.1,58.1,57,58,59.16,59.45,59.6,30.3,48.62,58.68,-55.22,-47.59,-7.63,60.96,59.6,58.24,525.853,450.732,1.92905,67.01
453,20230804,651729,963,37301737,58.2,58.2,56.7,57.2,58.56,59.22,59.49,13.89,37.04,51.47,-68,-51.68,-16.33,61.21,59.49,57.77,148.12,503.609,2.20342,100
454,20230811,1861069,1802,109824987,57.2,59.8,57,59.4,58.42,59.2,59.45,75,49.69,50.88,-59.69,-53.28,-6.41,61.12,59.44,57.77,1532.645,328.424,0.92172,12.33
455,20230818,737397,1277,43571234,59.8,59.8,58.4,58.8,58.24,59.09,59.4,58.33,52.57,51.44,-57.28,-54.08,-3.21,61.09,59.39,57.7,134.072,603.325,0.80578,4.4
456,20230825,852140,688,50053688,59,59.2,58.3,59,58.48,59.02,59.34,63.89,56.34,53.07,-53.15,-53.89,0.74,61.01,59.34,57.67,468.677,383.463,0.7965,3.77
457,20230901,1271133,1202,76001287,59.5,60.7,58.7,60.7,59.02,59.09,59.34,100,70.89,59.01,-35.75,-50.26,14.52,61.01,59.34,57.67,962.98,308.153,0.52394,0
458,20230908,1724118,2399,107310460,61.1,62.8,61,62.5,60.08,59.32,59.5,95.08,78.95,65.66,-7.34,-41.68,34.34,61.66,59.49,57.33,1458.869,265.249,0.51583,0
459,20230915,3186881,3910,206821916,64,66.6,63.6,65,61.2,59.81,59.76,83.84,80.58,70.63,34.94,-26.36,61.29,62.99,59.76,56.53,2206.302,980.579,0.38013,0
460,20230922,1018128,1432,65641405,65.1,65.7,63.4,64.2,62.28,60.26,59.98,75.76,78.97,73.41,61.28,-8.83,70.11,63.75,59.98,56.22,375.1,643.028,0.43912,3.24
461,20230928,511803,825,32642853,64.6,64.7,63.1,63.9,63.26,60.87,60.23,72.73,76.89,74.57,78.83,8.7,70.13,64.33,60.23,56.14,158.835,352.968,0.53388,8.43
462,20231006,757222,1011,48263546,64.5,64.6,63,64,63.92,61.47,60.46,72.92,75.57,74.9,92.48,25.46,67.02,64.85,60.46,56.07,387.416,369.806,0.75021,20.3
463,20231013,374393,467,23979822,64.5,64.5,63.6,63.9,64.2,62.14,60.68,67.47,72.87,74.22,101.32,40.63,60.69,65.29,60.68,56.07,66.069,308.324,1.69545,72.14
464,20231020,1543302,1936,99604840,63.9,65.6,63.3,64.5,64.1,62.65,60.93,74.7,73.48,73.97,111.88,54.88,57,65.8,60.92,56.05,887.399,655.903,1.12488,40.85
465,20231027,2476109,3480,165175382,64.9,68,64.6,67,64.66,63.47,61.28,89.25,78.74,75.56,138.82,71.67,67.15,66.79,61.28,55.77,1844.944,631.165,0.61686,18
466,20231103,1790046,2011,121090621,67.5,68.4,66.6,68.1,65.5,64.38,61.7,95.95,84.48,78.53,167.12,90.76,76.36,67.9,61.7,55.5,1176.316,613.73,0.55579,13.35
467,20231110,18070723,14191,1339706471,72.3,76.3,71.1,72.8,67.26,65.59,62.34,73.68,80.88,79.31,224.88,117.58,107.3,70.15,62.34,54.53,12047.149,6023.574,0.49664,8.86
468,20231117,19701095,15088,1506258530,74.1,79.5,72.4,77.5,69.98,67.09,63.2,87.88,83.21,80.61,305.07,155.08,149.99,73.35,63.2,53.06,13676.793,6024.302,0.46243,6.26
469,20231124,25228492,17947,2009266273,77.7,82.4,77.5,78.9,72.86,68.48,64.14,81.96,82.79,81.34,375.58,199.18,176.4,76.26,64.14,52.03,14621.058,10607.434,0.56041,13.71
470,20231201,81978811,43397,7391066833,79,97.4,78.4,92.1,77.88,71.27,65.77,84.59,83.39,82.02,531.85,265.71,266.13,82.75,65.76,48.78,62631.812,19346.999,0.40788,2.11
471,20231208,57933818,42996,5396308915,94,98.5,87.7,91.7,82.6,74.05,67.46,80.68,82.49,82.18,645.03,341.58,303.45,87.43,67.46,47.49,23228.182,34705.636,0.61918,16.41
472,20231215,20235779,16640,1788616373,90.5,92.2,84.9,85,85.04,76.15,68.81,61.65,75.54,79.97,672.9,407.84,265.06,89.67,68.81,47.95,3536.35,16699.429,0.78217,29.07
473,20231222,12386028,11251,1014220806,84.7,85.7,78.6,78.6,85.26,77.62,69.88,41.3,64.13,74.69,636.02,453.48,182.54,90.45,69.88,49.31,1474.527,10911.501,0.89868,38.12
474,20231229,19405553,17186,1562161502,79.3,83.7,78,79.9,85.46,79.16,70.91,41.69,56.65,68.68,610.24,484.83,125.41,91.32,70.9,50.49,10799.612,8605.941,1.81672,100
475,20240105,4525632,4118,356807512,79.4,79.8,78.1,79,82.84,80.36,71.91,28.83,47.38,61.58,575.91,503.05,72.87,91.83,71.91,52,1680.949,2844.683,2.23318,100
476,20240112,7320413,7049,557745765,79,79.4,74.1,74.1,79.32,80.96,72.67,6.51,33.76,52.31,503.37,503.11,0.26,91.69,72.67,53.65,513.713,6806.7,2.01598,88.1
477,20240119,5353239,4844,396726032,74.2,76,72.6,74.2,77.16,81.1,73.34,6.18,24.57,43.06,441.59,490.81,-49.22,91.56,73.34,55.13,2715.411,2637.828,1.33008,50.52
478,20240126,5832293,4832,438552294,74.3,76.6,74,75.1,76.46,80.86,73.97,9.65,19.6,35.24,395.34,471.71,-76.38,91.51,73.97,56.44,3499.376,2332.917,1.73877,72.91
479,20240202,12052947,9649,932790603,75.6,79.1,75.1,76.6,75.8,80.63,74.55,15.44,18.21,29.56,366.56,450.68,-84.12,91.62,74.55,57.49,7231.768,4821.179,1.18899,42.79
480,20240205,4822414,3751,374899224,76.9,79.4,74.8,78.9,75.78,79.31,75.29,32.14,22.85,27.32,358.18,432.18,-74,91.77,75.29,58.81,3150.644,1671.77,0.6907,15.49
481,20240216,6502621,5009,516608012,79.7,80.8,78,79.7,76.9,78.11,76.08,54.2,33.3,29.31,353.92,416.53,-62.61,91.79,76.08,60.37,3657.724,2844.897,0.6654,14.11
482,20240223,7423608,6617,590261053,79.9,81.1,78.3,79,77.86,77.51,76.83,57.66,41.42,33.35,340.96,401.41,-60.45,91.57,76.83,62.09,2878.542,4545.066,0.82057,12.48
483,20240301,3446250,4333,270976156,79.1,79.7,77.6,78.8,78.6,77.53,77.58,72.94,51.93,39.54,325.33,386.2,-60.87,91.08,77.57,64.07,1550.813,1895.437,0.97503,19.75
